channel_id,channel_title,description,subscriber_count,view_count,video_count,published_at,category,city,country,niche,engagement_rate,search_query,scraped_at
UCT0hntXN2ZyzYKGf3AwsK7A,iMiniStar,"Hello Everyone,

I am Brahmmini, Telugu girl from Mumbai. I am a Beauty, Style and Fashion Influencer. This is my Youtube Channel 'iMiniStar'. This Channel is for Makeup Tutorials, Skincare Tips, Hair care, Product Reviews, DIY, Vlogs and much more.

Please Support me and Subscribe to my Channel

Love You All

Brahmmini 
iMiniStar

For any business inquiry please email  :-
iministar5@gmail.com


Disclaimer : The information provided on this channel are for general purpose only and should not be ",7300,723122,241,2020-04-23T14:22:30.316889Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai beauty,2025-08-11T17:49:24.216107
UC4dC2J14koUIV_FuNKjmYhg,Indonesia In Mumbai,"KONSULAT JENDERAL REPUBLIK INDONESIA DI MUMBAI, INDIA | CONSULATE GENERAL OF THE REPUBLIC OF INDONESIA IN MUMBAI

For daily updates about Indonesia's bilateral relation, please visit Instagram: @indonesiainmumbai

",1100,118075,108,2016-12-14T06:33:11Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai beauty,2025-08-11T17:49:24.622369
UC8XNwAwGyPwRRf8fhJmV-LQ,Garima Verma,"Femina Miss India Himachal Pradesh 2019 Garima Verma is an Actor and a Model who has done Bollywood Films and Hindi TV shows.  Apart from an Actor and a Model she has done her M.Com from Himachal Pradesh University. Watch this space where she share’s almost everything about her life. Mostly vlogs on Shoots & Bts, Beauty, Lifestyle, Routines, Cooking  & Travel.

So if you're New here, Welcome to Her Channel Garima Verma.

Anything you want to say, suggest or share.
For work or business queries : ",215000,36987544,263,2015-10-21T10:28:43Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai beauty,2025-08-11T17:49:25.025862
UCZNH3G-mrdsJCnFqF5kqW8A,Makeup by Aasiya Kashmiri,"Hey everyone !!! I am Aasiya Kashmiri. I Am A freelance makeup artist.
You will get to see and learn recreation looks,bridal makeup and all the makeup related tips and tricks here(all my jugadoo tricks🤭)

Thank you for taking out your valuable time to go through my bio.
Do Subscribe and click on the bell icon!",93200,14273607,37,2022-08-03T16:09:32.887315Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai beauty,2025-08-11T17:49:25.284350
UCIKAsBdkwH3ERoJd3hJQ-Jg,Kanishk Gupta,"I'm a Travel Filmmaker based out of Delhi, India.
Passion for Storytelling and visual narration guides me to convey the stories, experiences and some lessons through my videos.
And my purpose is to create thoughtful content that delivers a feeling.
Press that subscribe button and Join me on this journey.

Follow: https://www.instagram.com/knishkk/
My website : www.qonvey.in
",1440000,186661949,150,2017-06-19T08:01:01Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai beauty,2025-08-11T17:49:25.533909
UChpNPWoPmhU9C1z_P1t0IxA,Adit Minocha,"Reviewing cringe on the Internet. 
I also sing and make vlogs... Check out my playlists. 

SUBSCRIBE 4 FREE
Become a member for only-fans.

For brand collaboration/sponsorships-
Email: aditminocha.biz@gmail.com",603000,110278146,400,2016-09-28T05:16:16Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai beauty,2025-08-11T17:49:25.774147
UCgKs66ce7QW1_X32ibekf-Q,Rashmi Ghag,"Hey !! I'm Rashmi from Mumbai, India. Here You Will Find Very Easy, Simple And Innovative Fashion, Makeup, Beauty and lifestyle videos in Marathi. I am sure you will love the content !!!

Make Sure you smash that like button, turn on those Video notification and most importantly SUBSCRIBE to my channel ! 

Business Enquiry : ghagrashmi@gmail.com
",130000,20129626,163,2012-10-13T08:54:55Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai beauty,2025-08-11T17:49:26.040049
UCgsZ0wx4-9KQ4Y0h-bQOxnQ,Keauty Beauty,It's all about Make-Up,58300,15704522,193,2020-05-09T13:07:36.254869Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai beauty,2025-08-11T17:49:26.308623
UC0TnFeedhCnczGDkgELoTTQ,Rohit Haircut Tutorial,"Hey guys!!! 
I am Rohit Hairstylist
Welcome to my channel Rohit Haircut Tutorial🙏

 
Subscribe our channel for Haircuts, Hair smoothening, Hair colouring tutorial,product knowledge and product review 
Support us so that we can make more video's.
For  business enquiries contact us on 

Business enquiry contact 👇
 rohithairstylistvlogs777@gmail.com


Note: we own the complete copyrights for the videos/photos. Don't use our video or photo without permission... 
 
Thanks for watching 🙏🙏🙏",492000,84133432,2448,2020-07-27T19:21:44.087568Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai beauty,2025-08-11T17:49:26.591615
UCjDZHEWMSi-E8FQ0UeYt70Q,Mumbai Heroes,,36400,33678706,311,2022-02-22T15:12:28.007802Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai beauty,2025-08-11T17:49:26.838270
UCCu7VTMaQpb5Pcby0URumfQ,jobanbindacrossdressing,"🌙We are nations first online Cross Dressing Make-Over Studio & Salon (male to female make-up CD parlor).
We expertise in male to female make-over transformation. Our CD or Cross Dressing Parlor is situated at Goregaon West, Mumbai, although we provide these services by organizing CD sessions at the cities like- Delhi, Jaipur, Bangalore, Chennai, Kochi, Bhopal, Ahmedabad, Surat, Lucknow, Pune, Hyderabad, Kolkata, Jammu, Goa, etc.
Services We Offer :-

* Cross Dressing Make-Over (Pro-Make-up, Dres",11600,4203812,366,2020-11-07T15:18:33.379392Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai beauty,2025-08-11T17:49:27.098630
UCZrhYelNeVbnlkojG3v6rZA,Navi Mumbai Municipal Corporation ( NMMC ),,4630,957873,473,2016-01-01T12:07:43Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai beauty,2025-08-11T17:49:27.982156
UCQCGTzmD2ltH2_hYMttlOTA,Prachi Joshi,"KATHAK DANCER | CHOREOGRAPHER | YOUTUBER
Welcome to my Youtube Channel !
I am Prachi Joshi, Choreographer and dancer from Mumbai. I love classical dance form - Kathak and bollywood. I teach and take classes in  Mumbai. I wanted to spread my love for dance and connect to many of you across the world  that's why I created this Youtube Channel.

Connect with me :
Instagram : https://instagram.com/prachijoshi.kathak
Email : kathakpaatshala@gmail.com",150000,49619902,87,2018-11-17T17:20:02Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai beauty,2025-08-11T17:49:28.240105
UCTBy9Awl5LByRtKET9PIUKw,Varsha Thapa,"Hi everyone!
I'm varsha thapa from Dehradun. I make travel fashion and beauty related videos.

It's means a lot to me when you subscribe my YouTube channel :)

Follow me on instagram : @varshathapaofficial
Email for business inquiries : Varsha.blubox@gmail.com

Thank you so much everyone 
Lots of love 
-varsha",720000,267319208,897,2019-03-17T08:43:28Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai beauty,2025-08-11T17:49:28.496388
UCOowlRAJU2ywDn_NYa9W41g,RT Beauty Salon,"In this channel you will get lots of makeup and hairstyling videos… so stay tuned and subscribe🙂😇
For business enquires please mail me on ID - rinkubeautysalon@gmail.com, and u can DM me on my insta- rinkuthapamakeovers
.
.
Thank You! 
",10500,1954564,83,2021-11-26T09:26:35.445102Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai beauty,2025-08-11T17:49:28.759746
UCaiqR5p-CFWpXMWqI1FL45w,Lavanya's Makeup Masala,"Hi... I'm Lavanya , and I'm a professional makeup artist. I'm obsessed with makeup and all things related . I do makeup and hair tutorials and also makeup reviews . February 2018 I started my Makeup Academy - The Lavaanya Arsiwala Pro Makeup Academy in Mumbai , where I take Professional as well as Personal Makeup Courses !! There are many different modules of workshops held here , starting from 1 day courses for the working woman , 2 - 3 day workshops for basic personal course and 4 week profess",1210,123596,18,2017-06-24T10:22:40Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai beauty,2025-08-11T17:49:29.023058
UCuvYV78y7u78fMACxubnIJg,THE FIZAH KHAN,"ORIGINAL ACCOUNT OF FIZAH KHAN .
📍Mumbai 🇮🇳

India’s first plus size model , 
REALITY TV STAR ( MTV ACE OF SPACE SEASON 1)
Digital content creator ( JUBEDA KHAALA )
Now on youtube to win your hearts by just being me .",417000,135789720,216,2021-05-22T07:47:43.031431Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai beauty,2025-08-11T17:49:29.428055
UCdKD8p_8KKuLPzZXq6dPnuw,Runwal Realty," Runwal Realty was established in 1978 by its visionary founder - Chairman - Mr. Subhash Runwal. Today, the Runwal group is one of the leading players in several segments including construction and retail.

Runwal Realty is one of Mumbai’s premier real estate developers, operating in the residential, commercial and organized retails verticals. With a robust track record of 51 delivered projects with over 20 thousand Happy families.

Operating in the Luxury, Premium and Large-Format Townships cat",1790,5776198,242,2016-01-14T04:37:51Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai beauty,2025-08-11T17:49:29.691409
UC8TsMWdLjeyByizQHqTnF6Q,Hot Hair Balloon,"A Mumbai-based independent celebrity hairstylist and colorist, here’s a sneak peek into my world where I literally eat, sleep, breathe hair! 

With super fun tutorials, never seen before hair hacks and some great hair education - this page will give you all that’s hair and more!",1230,471002,250,2020-08-11T14:16:52.533372Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai beauty,2025-08-11T17:49:29.959913
UCfAhwM27qodNa-_YIccdfwQ,Indiano Traveller -Vishal Whavale,,1800,368326,138,2018-02-12T13:22:14Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai beauty,2025-08-11T17:49:30.370295
UCF7tJpqRL1kVSAOk3UMfSPQ,BolBhidu,"ताज्या घडामोडी ते राजकीय किस्से; आपल्या मातीतली अस्सल माहिती ते इतिहासाचं उत्खनन; मुलाखतींपासून ते पारावरच्या चर्चांपर्यन्त सर्व काही आपल्या भाषेत समजून घेण्यासाठी चालू असलेला प्रयोग म्हणजे #बोलभिडू 

आम्ही कोण आहोत ? 

Journalism Passout मुलांनी एकत्र येवून सुरू केलेले माध्यम म्हणजे बोलभिडू. UPSC करुन दमलेले, इंजिनियरिंग करुन हुकलेले, शहरात येवून गाव न सोडलेले, बापू बिरूंच्या किस्स्यांपासून ते झिनेदिन झिदानच्या टक्करपर्यन्त, मुंबईच्या मरीन ड्राईव्हपासून ते झाडेपट्टीच्या भाषेपर्यन्तच्या सगळ्या प",2670000,1304017570,9145,2018-02-15T08:17:45Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai beauty,2025-08-11T17:49:30.631945
UCjGimqeOA9ka3PAtgyb_jsA,Sunetra Vlogs,"Mobile no : 9423040415
🌟 Welcome to Sunetra Vlogs! 🌟

On this channel you will get all the updated of upcoming exhibitions and ladies shopping places in Pune.🛍️👗
Also you will be excited to see our ASMR shorts.🍔🥤
Get ready to travel with us to different places 💫
We hope you will enjoy content across our channel 😊
",12300,13839634,400,2024-10-24T14:17:59.662823Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai beauty,2025-08-11T17:49:30.894074
UCdzgMtkM7dW-YTKfEpd9hbA,Deepika Bhilatiya,"Hello Family. 


My self Deepika bhilatiya.(Mrs. Manduriya). 

Live in Mumbai, & from UP Auraiya Etawah. 


💕 I love to make video on fashion, clothing reviews, beauty product reviews.,skincare related, mehndi designes beauty tips, lifestyle, VLOGS 
And lot of more.... 💕


💕 So please supporting me, help me to make a beautiful family friends on my youtube channel💕


💕My Instagram I'd - Deepika
 bhilatiya 

My Facebook - Deepika bhilatiya 
9

Sponsorship inquiries 
Deepikapharma785@gmail.com💕


💕",7210,2107812,1212,2014-06-09T06:56:53Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai beauty,2025-08-11T17:49:31.150477
UCpGhKw1m80zRsS7xUvUruaQ,Once Upon A Time - Horror Hindi,"Subscribe - https://shorturl.at/bpxFV Welcome to OUAT - Horror Hindi, your gateway to the darkest realms of storytelling! Immerse yourself in a world where fear takes shape, and the unknown beckons. Our channel is dedicated to bringing you spine-tingling horror tales in Hindi, transcending the boundaries of the ordinary.

We unfold haunted train mysteries, encounter bhoot wala cartoons, and delve into the depths of dayan ki kahaniya. OUAT - Horror Hindi is not just about scares; each story carri",326000,64413551,208,2024-01-22T04:33:28.304333Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai beauty,2025-08-11T17:49:31.405409
UCalxZ-ke45_vs726w1o8OTA,rj makeover,"Hello, I am Rajan Patel ( rj makeover )

A Professional celebrities makeup artist and based in Mumbai India As a. Freelance services.I'm a high-profile Makeup Artist. Trained as a beauty Makeup Artist.

rj makeover is my one and only channel
Pls subscribe, like my video s and share
thank you so much 🙏
keep supporting ❤️

For Collabs mail 
Email:  osm4makeup@gmail.com 
Actually it is my second email id

WEDDING MAKEUP ENQUIRY
Con. 9702552556
Insta:@rj_makeover




",504000,95155771,701,2015-02-10T09:33:54Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai beauty,2025-08-11T17:49:31.653604
UCgQuGWdHBcFWW-0dk-vYZJw,Whack,"Welcome to my channel 'Whack’! This is that place where you can expand your mind one Megabyte at a time!
Discover unbelievable stories, facts & trivia from around the internet through me - your host Freishia B.
 
Subscribe to Whack Here: http://goo.gl/mMTbQV",227000,27781842,732,2015-01-20T14:20:08Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai beauty,2025-08-11T17:49:31.911307
UCzlGODX8MrQUk0p7ePeU2dw,Scary Town Bengali,,2440000,964612364,867,2019-12-10T13:18:17.635936Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai beauty,2025-08-11T17:49:32.480162
UCBr6U1jwAR0KfIaZlhC1PiQ,UK International London Beauty School,"Welcome to UK International Beauty School, your gateway to a thriving career in the beauty and glamour industry. Whether your passion lies in becoming a makeup artist or hairstylist, join us at UKIBS, India's premier Hair, Makeup, and Beauty Academy in Delhi.

Conveniently located in Noida, Delhi, and Ghaziabad, our beauty school provides an array of distinctive and cutting-edge beauty makeup and hairstyling training courses and workshops featuring state-of-the-art tools and techniques.

In our ",19600,13212781,742,2020-02-28T07:53:18.21353Z,Beauty & Cosmetics,Delhi,India,beauty,15.0,Delhi beauty,2025-08-11T17:49:36.101822
UC9sGzU0_OrStMzch1YVU8qg,Raahi Makeovers,"Best Makeup Academy in Delhi - Raahi Makeovers
Are you looking for the best makeup academy in Delhi, that offers you best makeup artist course in Delhi that allows you bright makeup career.
Raahi is influencer and self-made makeup artist, has keen interest for creativity at an early age. Growing up, he had an amazing ability to see the beauty in everything and everyone.
10 years ago he entered in makeup world, and continuously revamping his creativity of fantasizing a beauty to the path of perfe",3020,1061155,373,2020-10-09T18:07:17.770618Z,Beauty & Cosmetics,Delhi,India,beauty,15.0,Delhi beauty,2025-08-11T17:49:36.674102
UCQZa-VQBYAdEblgB-pEO8HA,PREETI GERA,"Preeti Gera is one of the top certified makeup artists in Delhi and NCR. Being passionate about makeup from an early age, she has achieved her dreams of establishing her name in an industry she aligns with. She has been and continues to use high-quality products and is considerate of all skin tones and skin types taking everyone’s unique qualities in mind while working. With more than 7 years of experience, her team and herself has worked with over 5000 beautiful brides and helped over 1000 stud",37800,6102732,164,2023-03-10T12:03:43.32122Z,Beauty & Cosmetics,Delhi,India,beauty,15.0,Delhi beauty,2025-08-11T17:49:37.099710
UCrd936cqeQz8_ZsLQ0vvG2g,Pooja Makeovers,"Hey my youtube family….

Please subscribe my channel watching for videos 
Pooja makeovers

In this channel....u will see videos regarding ....
Makeup tutorials, makeup hacks, beauty, skin care, haircare, products reviews, lifestyle, fashion, skin care home remedies, health, fitness



Please support my channel pooja makeovers🙏❤️

my address - D-157, street no:8, laxmi nagar near  metro station, delhi 110092

my salon name = silky & shine beauty salon 

my Contact Number = [ 8447414614 ]
.
.
Plea",225000,118347865,1027,2022-05-04T08:36:06.749633Z,Beauty & Cosmetics,Delhi,India,beauty,15.0,Delhi beauty,2025-08-11T17:49:38.240489
UC40m2fg89TbQDrZNcwSeEzw,TOI Lifestyle,"We are the official Times of India Lifestyle channel—your ultimate destination for all things spirituality, love, fitness, yoga, parenting, fashion, food, beauty, books and more. One channel, endless inspiration to keep you engaged and inspired!

Looking for home workout tips, skincare hacks, book recommendations, or creative DIY projects? We've got you covered!

From moms to fitness enthusiasts, fashion lovers, and beauty aficionados, there’s something for everyone. Explore our playlists and di",150000,50915109,4484,2011-10-01T07:43:00Z,Beauty & Cosmetics,Delhi,India,beauty,15.0,Delhi beauty,2025-08-11T17:49:38.520079
UCm5h4MPOG-BlTZsRlqv6tDQ,Shweta Gaur  Makeup Artist & Academy,"Shweta Gaur Bollywood Makeup School: Elevating Beauty Education
Founded by the renowned celebrity makeup artist Shweta Gaur, our academy sets the benchmark for beauty education in India. Offering comprehensive courses in makeup, hairstyling, and nail art, we cater to all skill levels, from beginners to professionals. With campuses in Delhi and Noida, our hands-on training prepares students for real-world challenges, equipping them with the latest techniques and trends in the beauty industry.
Gui",82000,7280945,247,2014-02-01T17:42:52Z,Beauty & Cosmetics,Delhi,India,beauty,15.0,Delhi beauty,2025-08-11T17:49:38.774139
UCXxo1DikDre3KvHeQDs2ELA,Clinic Eximus Aesthetics  ,"Welcome to Clinic Eximus, your destination for premium aesthetic treatments! Dive into the world of beauty and rejuvenation with our expert team of cosmetic specialists. From advanced skincare solutions to cutting-edge procedures, we're dedicated to enhancing your natural beauty and confidence. Subscribe now for exclusive insights, tips, and transformations, and embark on your journey to radiant, youthful skin with Clinic Eximus!

Why Clinic Eximus - 

✅ More than 40 yrs of experience amongst th",122000,7543786,457,2022-03-03T07:06:25.870914Z,Beauty & Cosmetics,Delhi,India,beauty,15.0,Delhi beauty,2025-08-11T17:49:39.343683
UCUfJNMJWgakZeJF5sB101_Q,U Tutorial,My dance is my heart and my beauty is my soul 😍,7660,523478,13,2015-08-18T17:59:27Z,Beauty & Cosmetics,Delhi,India,beauty,15.0,Delhi beauty,2025-08-11T17:49:39.731474
UCVIc3i47Gf6xWBiO6OVLwPg,Sufinama,"Welcome to the Sufinama, a gateway to the mystical world of Sufi Bhakti tradition! 

Sufinama, brought to you by Rekhta Foundation, is a website that cherishes and celebrates the rich heritage of Sufi poetry, music, and philosophy.  Immerse yourself in the soul-stirring verses of Sufi saints, experience the captivating melodies of qawwalis, and embark on a spiritual journey through the profound teachings of Sufism.

Through captivating videos, enchanting music, and insightful discussions, we inv",8300,329323,116,2018-04-24T05:23:02Z,Beauty & Cosmetics,Delhi,India,beauty,15.0,Delhi beauty,2025-08-11T17:49:39.994387
UCv5Dhr5TAXgeo-CMeeshezQ,Shikha Beautyworld,"Hi everyone, I am Deepsikha Mohan and I am from Assam and I live in Delhi. I am very passionate about makeup and love trying different looks. I love makeup and dressing up. Here you will find Makeup tutorial videos, Beauty and Skin Care DIYs, Haul Videos and product reviews. Apart from this my hobbies are painting, DIY crafts, cooking, Travelling, Reading Books..Hope you will like my channel.

Please Subscribe to my channel, like and share my videos and help me grow..It is free and it means a lo",39600,4490157,234,2017-05-03T09:06:03Z,Beauty & Cosmetics,Delhi,India,beauty,15.0,Delhi beauty,2025-08-11T17:49:40.260123
UCjf1gpgAzS0rKeyB3rNj_Rw,Dr. Monisha Kapoor,"Dr Monisha Kapoor Aesthetics is one of the best Plastic Surgery Clinics in Delhi NCR offering first-class cosmetic surgeries based on the finest technologies from all over the globe. Dr Monisha Kapoor, the Director of the Clinics and the Chief Operating Surgeon is ranked as one of the best cosmetic surgeons in India who is capable of performing world-class cosmetic surgery. She is a well-known & reputed plastic surgeon who is distinguished for her practical, indisputable & extensive experience a",30300,7655935,1119,2012-06-02T12:29:08Z,Beauty & Cosmetics,Delhi,India,beauty,15.0,Delhi beauty,2025-08-11T17:49:40.861835
UCNn6AaHharXIbkRleXGboiQ,Mumbiker Nikhil,"ABOUT ME:
I LOVE TO VLOG MY LIFE

Camera : Sony a7Riii

Follow me on instagram : nikkkhil 
Thank you.",4010000,1724714614,2868,2013-07-03T13:53:50Z,Beauty & Cosmetics,Delhi,India,beauty,15.0,Delhi beauty,2025-08-11T17:49:41.118148
UCoLc65rqpapOfa90rNzKu2A,BridalGlamGuide - Wedding E-Magazine,"BridalGlamGuide is a wedding e-magazine. Through this platform, we aim to make planning easy for the brides so we decided to create a website and a youtube channel that could become their one-step guide for everything. On this website, we provide comprehensive information on different aspects of the wedding starting from bridal mehndi, bridal fashion, the lifestyle of the bride-to-be, beauty tips to bridal makeup and hairstyles.

We at Bridal Glam Guide have designed such a platform where we foc",3870,464373,13,2020-06-29T09:00:20.277886Z,Beauty & Cosmetics,Delhi,India,beauty,15.0,Delhi beauty,2025-08-11T17:49:41.397813
UC3g1Pl0V4_642Nbo0BDYWuA,Reiki Varta Sree Mithun Roy⬆️,"🙋‍♂️ কর্ম+টেকনিক/টোটকা=সাফল্য 🔥হোলিফায়ার রেইকি শিখুন ও জীবনের যে কোনো সমস্যা সমাধান করুন 

""বিশ্বাসে মিলায় বস্তু তর্কে বহুদূর"" এটা মাথায় রাখবেন 🙏
 এই চ্যানেলে দেখানো কোনো টোটকা,টেকনিক বা কোনো কিছু কাউকে অনুসরণ করতে  বাধ্য করে না
💐কি কি শেখানো হয়...... 💐
🔥হোলি ফায়ার®|||রেইকি
🔥হোলি ফায়ার 1ও 2
🔥হোলি ফায়ার 3 ART বা মাস্টার প্রাকটিশনার 
🔥হোলি ফায়ার®||| মাস্টার টিচার
🔥হোলিফায়ার®lll করুনা রেইকি
🔥প্রাকটিশনার 1থেকে মাস্টার
Lamafera basic master healer 
Lamafera advance Master healer
Lamafera Master Teach",379000,80487000,1257,2017-05-15T12:37:19Z,Beauty & Cosmetics,Delhi,India,beauty,15.0,Delhi beauty,2025-08-11T17:49:41.645780
UClNgU_OB_xzo9NtnVeolnXQ,Apollo Spectra,"Apollo Spectra came into existence to provide world-class facilities to patients for elective surgeries at a reasonable cost, under the parent institution of Apollo Group. We have capabilities to perform procedures across specialties like ENT, General Surgery, Gynaecology, Ophthalmology, Orthopaedics, Paediatrics, Plastic & Cosmetic, Radiology and Urology. Now, you can access Apollo Spectra at a centre near you. Through this endeavour, we intend to reach out to our audience and keep them informe",457000,121272818,1482,2015-06-01T06:23:32Z,Beauty & Cosmetics,Delhi,India,beauty,15.0,Delhi beauty,2025-08-11T17:49:42.054000
